"","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","stateProvince","habitat","cl10902","scientificName","basisOfRecord","kingdom","phylum","class","order","family","taxonRank","dataResourceName"
"4410",-35.2289000341067,149.137,200,"Australian Capital Territory","","Non Forest","Chelodina (Chelodina) longicollis","UNKNOWN","Animalia","Chordata","Reptilia","Testudines","Chelidae","species","ACT Wildlife Atlas"
"4411",-35.2289000341067,149.133,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4412",-35.22887,149.169951,31,"Australian Capital Territory","","Eucalypt Medium Woodland","Egernia cunninghami","HUMAN_OBSERVATION","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","iNaturalist Australia"
"4413",-35.2288000341066,149.125,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4414",-35.2288000341066,149.125,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4415",-35.2287000341065,149.132,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4416",-35.2286000341063,149.124,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4417",-35.2286000341063,149.129,10,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4418",-35.2286000341063,149.129,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4419",-35.2286000341063,149.133,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4420",-35.2286000341063,149.129,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4421",-35.2286000341063,149.129,10,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4422",-35.2286000341063,149.129,10,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4423",-35.2286000341063,149.129,10,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4424",-35.2286000341063,149.129,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4425",-35.2284000341061,149.125,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4426",-35.2284000341061,149.124,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4427",-35.2284000341061,149.129,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4428",-35.2284000341061,149.129,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4429",-35.2284000341061,149.131,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4430",-35.2284000341061,149.125,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4431",-35.2284000341061,149.128,10,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4432",-35.2284000341061,149.128,10,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4433",-35.2284000341061,149.128,10,"Australian Capital Territory","","Non Forest","Lampropholis guichenoti","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4434",-35.2284000341061,149.128,10,"Australian Capital Territory","","Non Forest","Lampropholis guichenoti","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4435",-35.2284000341061,149.128,10,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4436",-35.2284000341061,149.128,10,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4437",-35.228300034106,149.118,200,"Australian Capital Territory","","Softwood plantation","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4438",-35.228300034106,149.118,200,"Australian Capital Territory","","Softwood plantation","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4439",-35.2282000341058,149.132,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4440",-35.2281000341057,149.125,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4441",-35.2281000341057,148.981,10,"Australian Capital Territory","","Non Forest","Ctenotus robustus","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4442",-35.2281000341057,149.181,500,"Australian Capital Territory","","Other native forest","Amphibolurus muricatus","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Agamidae","species","ACT Wildlife Atlas"
"4443",-35.2280000341056,149.154,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4444",-35.2280000341056,149.154,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4445",-35.2280000341056,149.154,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4446",-35.2280000341056,149.154,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4447",-35.2280000341056,149.154,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4448",-35.2280000341056,149.154,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4449",-35.2280000341056,149.154,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4450",-35.2280000341056,149.154,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4451",-35.2280000341056,149.154,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4452",-35.2280000341056,149.154,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4453",-35.2280000341056,149.154,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4454",-35.2280000341056,149.154,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4455",-35.2279000341054,149.125,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4456",-35.2279000341054,149.125,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4457",-35.2279000341054,149.125,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4458",-35.2279000341054,149.124,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4459",-35.2279000341054,149.124,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4460",-35.2279000341054,149.124,10,"Australian Capital Territory","","Non Forest","Lampropholis guichenoti","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4461",-35.2279000341054,149.124,10,"Australian Capital Territory","","Non Forest","Lampropholis guichenoti","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4462",-35.2279000341054,149.124,10,"Australian Capital Territory","","Non Forest","Lampropholis guichenoti","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4463",-35.2279000341054,149.124,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4464",-35.2279000341054,149.124,10,"Australian Capital Territory","","Non Forest","Lampropholis guichenoti","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4465",-35.2279000341054,149.124,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4466",-35.2279000341054,149.124,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4467",-35.2279000341054,149.124,10,"Australian Capital Territory","","Non Forest","Lampropholis guichenoti","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4468",-35.2279000341054,149.124,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4469",-35.2279000341054,149.124,10,"Australian Capital Territory","","Non Forest","Lampropholis guichenoti","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4470",-35.2279000341054,149.124,10,"Australian Capital Territory","","Non Forest","Lampropholis guichenoti","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4471",-35.2279000341054,149.124,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4472",-35.2279000341054,149.124,10,"Australian Capital Territory","","Non Forest","Lampropholis guichenoti","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4473",-35.2279000341054,149.124,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4474",-35.2279000341054,149.124,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4475",-35.2279000341054,149.124,10,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4476",-35.2277000341052,149.153,200,"Australian Capital Territory","","Non Forest","Menetia greyii","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4477",-35.227600034105,149.153,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4478",-35.227600034105,149.153,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4479",-35.227600034105,149.153,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4480",-35.227600034105,149.153,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4481",-35.227600034105,149.153,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4482",-35.227600034105,149.153,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4483",-35.227600034105,149.153,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4484",-35.227600034105,149.153,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4485",-35.227600034105,149.155,200,"Australian Capital Territory","","Non Forest","Chelodina (Chelodina) longicollis","UNKNOWN","Animalia","Chordata","Reptilia","Testudines","Chelidae","species","ACT Wildlife Atlas"
"4486",-35.227600034105,149.157,200,"Australian Capital Territory","","Non Forest","Tiliqua scincoides","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4487",-35.2274000341048,149.116,100,"Australian Capital Territory","","Non Forest","Pseudonaja textilis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"4488",-35.2274000341048,149.155,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4489",-35.2274000341048,149.119,100,"Australian Capital Territory","","Other native forest","Pseudonaja textilis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"4490",-35.2272000341045,149.155,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4491",-35.2272000341045,149.155,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4492",-35.2272000341045,149.179,500,"Australian Capital Territory","","Other native forest","Amphibolurus muricatus","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Agamidae","species","ACT Wildlife Atlas"
"4493",-35.2269000341041,149.043,200,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4494",-35.2264000341035,149.176,200,"Australian Capital Territory","","Eucalypt Medium Open","Tiliqua rugosa","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4495",-35.2262000341032,149.084,200,"Australian Capital Territory","","Non Forest","Menetia greyii","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4496",-35.2262000341032,149.081,200,"Australian Capital Territory","","Non Forest","Chelodina (Chelodina) longicollis","UNKNOWN","Animalia","Chordata","Reptilia","Testudines","Chelidae","species","ACT Wildlife Atlas"
"4497",-35.2262000341032,149.084,200,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4498",-35.2262000341032,149.084,200,"Australian Capital Territory","","Non Forest","Morethia boulengeri","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4499",-35.2262000341032,149.084,200,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4500",-35.2261000341031,149.138,200,"Australian Capital Territory","","Non Forest","Menetia greyii","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4501",-35.2261000341031,149.138,200,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4502",-35.225936,149.048683,1000,"Australian Capital Territory","","Non Forest","Hemidactylus frenatus","OBSERVATION","Animalia","Chordata","Reptilia","Squamata","Gekkonidae","species","ClimateWatch"
"4503",-35.2259000341028,149.157,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4504",-35.2258000341027,148.979,10,"Australian Capital Territory","","Non Forest","Ctenotus robustus","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4505",-35.2256000341025,148.957,500,"Australian Capital Territory","","Non Forest","Intellagama lesueurii","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Agamidae","species","ACT Wildlife Atlas"
"4506",-35.2256000341025,149.153,10,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4507",-35.2254000341022,149.129,200,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4508",-35.2254000341022,149.129,200,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4509",-35.2254000341022,148.981,10,"Australian Capital Territory","","Non Forest","Morethia boulengeri","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4510",-35.2253000341021,149.182,200,"Australian Capital Territory","","Eucalypt Medium Open","Morethia boulengeri","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4511",-35.2253000341021,149.082,200,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4512",-35.2253000341021,149.082,200,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4513",-35.2253000341021,149.182,200,"Australian Capital Territory","","Eucalypt Medium Open","Pogona barbata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Agamidae","species","ACT Wildlife Atlas"
"4514",-35.2252000341019,149.19,200,"Australian Capital Territory","","Non Forest","Ctenotus taeniolatus","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4515",-35.2252000341019,149.19,200,"Australian Capital Territory","","Non Forest","Egernia cunninghami","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4516",-35.2250000341017,149.153,200,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4517",-35.2248000341014,149.057,100,"Australian Capital Territory","","Non Forest","Tiliqua scincoides","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4518",-35.2246000341012,149.124,200,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4519",-35.2246000341012,149.124,200,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4520",-35.2242670341007,149.164992,100,"Australian Capital Territory","","Non Forest","Tiliqua rugosa","HUMAN_OBSERVATION","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","NSW BioNet Atlas"
"4521",-35.224216,149.100487,10,"Australian Capital Territory","","Non Forest","Tiliqua scincoides","HUMAN_OBSERVATION","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","iNaturalist Australia"
"4522",-35.224061,149.04911,1000,"Australian Capital Territory","Suburban backyard","Non Forest","Lampropholis guichenoti","OBSERVATION","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ClimateWatch"
"4523",-35.2237000341,149.121,200,"Australian Capital Territory","","Non Forest","Delma inornata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Pygopodidae","species","ACT Wildlife Atlas"
"4524",-35.2237000341,149.121,200,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4525",-35.2237000341,149.121,200,"Australian Capital Territory","","Non Forest","Morethia boulengeri","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4526",-35.2236770341,149.074828,100,"Australian Capital Territory","","Non Forest","Tiliqua scincoides","HUMAN_OBSERVATION","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","NSW BioNet Atlas"
"4527",-35.2236000340999,149.026,200,"Australian Capital Territory","","Non Forest","Egernia cunninghami","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4528",-35.2236000340999,149.13,10,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4529",-35.2236000340999,149.13,10,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4530",-35.2236000340999,149.13,10,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4531",-35.2236000340999,149.179,50,"Australian Capital Territory","","Non Forest","Diplodactylus vittatus","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Diplodactylidae","species","ACT Wildlife Atlas"
"4532",-35.2236000340999,149.13,10,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4533",-35.2235000340997,149.134,200,"Australian Capital Territory","","Non Forest","Morethia boulengeri","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4534",-35.2235000340997,149.082,200,"Australian Capital Territory","","Non Forest","Chelodina (Chelodina) longicollis","UNKNOWN","Animalia","Chordata","Reptilia","Testudines","Chelidae","species","ACT Wildlife Atlas"
"4535",-35.2235000340997,148.969,10,"Australian Capital Territory","","Non Forest","Ctenotus taeniolatus","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4536",-35.2235000340997,148.969,10,"Australian Capital Territory","","Non Forest","Ctenotus robustus","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4537",-35.2232000340993,149.129,10,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4538",-35.2232000340993,149.129,10,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4539",-35.2232000340993,149.129,10,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4540",-35.2232000340993,149.129,10,"Australian Capital Territory","","Non Forest","Lampropholis guichenoti","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4541",-35.2232000340993,149.129,10,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4542",-35.2232000340993,149.129,10,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4543",-35.2232000340993,149.129,10,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4544",-35.2232000340993,149.129,10,"Australian Capital Territory","","Non Forest","Morethia boulengeri","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4545",-35.2232000340993,149.129,10,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4546",-35.2232000340993,149.129,10,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4547",-35.2232000340993,149.129,10,"Australian Capital Territory","","Non Forest","Lampropholis guichenoti","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4548",-35.2232000340993,149.129,10,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"4549",-35.2232000340993,149.129,10,"Australian Capital Territory","","Non Forest","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
